iso3,country_name,year,CO_emissions_tonnes,displacement,hazard_type_name
ESP,Spain,2022,1491057.0,788,Wildfire
ESP,Spain,2022,1491057.0,700,Wildfire
ESP,Spain,2022,1491057.0,900,Wildfire
ESP,Spain,2022,1491057.0,500,Wildfire
ESP,Spain,2022,1491057.0,1743,Wildfire
ESP,Spain,2022,1491057.0,500,Wildfire
ESP,Spain,2022,1491057.0,100,Wildfire
ESP,Spain,2022,1491057.0,459,Wildfire
ESP,Spain,2022,1491057.0,12,Wildfire
ESP,Spain,2022,1491057.0,480,Wildfire
ESP,Spain,2022,1491057.0,1500,Wildfire
ESP,Spain,2022,1491057.0,1580,Wildfire
ESP,Spain,2022,1491057.0,1970,Wildfire
ESP,Spain,2022,1491057.0,58,Wildfire
ESP,Spain,2022,1491057.0,12,Storm
ESP,Spain,2022,1491057.0,8,Storm
ESP,Spain,2022,1491057.0,20,Storm
ESP,Spain,2022,1491057.0,27,Wildfire
ESP,Spain,2022,1491057.0,75,Storm
ESP,Spain,2022,1491057.0,10,Flood
ESP,Spain,2022,1491057.0,1,Storm
ESP,Spain,2022,1491057.0,5,Mass Movement
ESP,Spain,2022,1491057.0,3,Storm
ESP,Spain,2022,1491057.0,75,Wildfire
ESP,Spain,2022,1491057.0,30,Storm
ESP,Spain,2022,1491057.0,12,Wildfire
ESP,Spain,2022,1491057.0,75,Wildfire
ESP,Spain,2022,1491057.0,141,Wildfire
ESP,Spain,2022,1491057.0,1,Wildfire
ESP,Spain,2022,1491057.0,137,Wildfire
ESP,Spain,2022,1491057.0,20,Wildfire
ESP,Spain,2022,1491057.0,54,Wildfire
ESP,Spain,2022,1491057.0,60,Wildfire
ESP,Spain,2022,1491057.0,50,Wildfire
ESP,Spain,2022,1491057.0,99,Wildfire
ESP,Spain,2022,1491057.0,2,Wildfire
ESP,Spain,2022,1491057.0,60,Wildfire
ESP,Spain,2022,1491057.0,1400,Wildfire
ESP,Spain,2022,1491057.0,1100,Wildfire
ESP,Spain,2022,1491057.0,90,Wildfire
ESP,Spain,2022,1491057.0,6,Wildfire
ESP,Spain,2022,1491057.0,12,Wildfire
ESP,Spain,2022,1491057.0,17,Wildfire
ESP,Spain,2022,1491057.0,42,Wildfire
ESP,Spain,2022,1491057.0,5,Wildfire
ESP,Spain,2022,1491057.0,60,Wildfire
ESP,Spain,2022,1491057.0,250,Wildfire
ESP,Spain,2022,1491057.0,450,Wildfire
ESP,Spain,2022,1491057.0,39,Wildfire
ESP,Spain,2022,1491057.0,70,Wildfire
ESP,Spain,2022,1491057.0,200,Wildfire
ESP,Spain,2022,1491057.0,50,Wildfire
ESP,Spain,2022,1491057.0,20,Wildfire
ESP,Spain,2022,1491057.0,43,Wildfire
ESP,Spain,2022,1491057.0,6,Wildfire
ESP,Spain,2022,1491057.0,2,Wildfire
ESP,Spain,2022,1491057.0,486,Wildfire
ESP,Spain,2022,1491057.0,70,Wildfire
ESP,Spain,2022,1491057.0,60,Wildfire
ESP,Spain,2022,1491057.0,718,Wildfire
ESP,Spain,2022,1491057.0,30,Wildfire
ESP,Spain,2022,1491057.0,124,Wildfire
ESP,Spain,2022,1491057.0,30,Wildfire
ESP,Spain,2022,1491057.0,9,Wildfire
ESP,Spain,2022,1491057.0,200,Wildfire
ESP,Spain,2022,1491057.0,70,Wildfire
ESP,Spain,2022,1491057.0,2,Wildfire
ESP,Spain,2022,1491057.0,27,Wildfire
ESP,Spain,2022,1491057.0,15,Wildfire
ESP,Spain,2022,1491057.0,10,Wildfire
ESP,Spain,2022,1491057.0,200,Wildfire
ESP,Spain,2022,1491057.0,80,Wildfire
ESP,Spain,2022,1491057.0,1,Wildfire
ESP,Spain,2022,1491057.0,5,Wildfire
ESP,Spain,2022,1491057.0,52,Wildfire
ESP,Spain,2022,1491057.0,12,Wildfire
AUS,Australia,2008,3223356.0,1000,Storm
AUS,Australia,2009,3156901.0,7500,Wildfire
AUS,Australia,2010,2993295.0,1000,Flood
AUS,Australia,2011,2941109.0,10000,Storm
AUS,Australia,2012,2906492.0,3000,Flood
AUS,Australia,2012,2906492.0,13000,Flood
AUS,Australia,2013,2881962.0,62,Storm
AUS,Australia,2013,2881962.0,132,Wildfire
AUS,Australia,2013,2881962.0,540,Wildfire
AUS,Australia,2013,2881962.0,3000,Wildfire
AUS,Australia,2013,2881962.0,9000,Storm
AUS,Australia,2014,2772655.0,31,Wildfire
AUS,Australia,2014,2772655.0,135,Wildfire
AUS,Australia,2014,2772655.0,1000,Storm
AUS,Australia,2015,2721308.0,3,Mass Movement
AUS,Australia,2015,2721308.0,70,Wildfire
AUS,Australia,2015,2721308.0,78,Storm
AUS,Australia,2015,2721308.0,180,Storm
AUS,Australia,2015,2721308.0,260,Flood
AUS,Australia,2015,2721308.0,300,Wildfire
AUS,Australia,2015,2721308.0,300,Flood
AUS,Australia,2015,2721308.0,302,Wildfire
AUS,Australia,2015,2721308.0,400,Storm
AUS,Australia,2015,2721308.0,520,Flood
AUS,Australia,2015,2721308.0,800,Storm
AUS,Australia,2015,2721308.0,2500,Wildfire
AUS,Australia,2016,2650832.0,130,Flood
AUS,Australia,2016,2650832.0,848,Flood
AUS,Australia,2016,2650832.0,28,Flood
AUS,Australia,2016,2650832.0,208,Flood
AUS,Australia,2016,2650832.0,20,Flood
AUS,Australia,2016,2650832.0,700,Flood
AUS,Australia,2016,2650832.0,700,Wildfire
AUS,Australia,2016,2650832.0,500,Flood
AUS,Australia,2016,2650832.0,100,Flood
AUS,Australia,2017,2798241.0,30000,Storm
AUS,Australia,2017,2798241.0,74,Storm
AUS,Australia,2017,2798241.0,94,Wildfire
AUS,Australia,2017,2798241.0,520,Wildfire
AUS,Australia,2017,2798241.0,130,Wildfire
AUS,Australia,2017,2798241.0,10,Flood
AUS,Australia,2017,2798241.0,31,Flood
AUS,Australia,2017,2798241.0,80,Storm
AUS,Australia,2018,2568148.0,80,Storm
AUS,Australia,2018,2568148.0,179,Wildfire
AUS,Australia,2018,2568148.0,40,Storm
AUS,Australia,2018,2568148.0,100,Wildfire
AUS,Australia,2018,2568148.0,520,Flood
AUS,Australia,2018,2568148.0,208,Wildfire
AUS,Australia,2018,2568148.0,700,Wildfire
AUS,Australia,2018,2568148.0,300,Storm
AUS,Australia,2018,2568148.0,5,Wildfire
AUS,Australia,2018,2568148.0,10,Wildfire
AUS,Australia,2018,2568148.0,100,Wildfire
AUS,Australia,2018,2568148.0,130,Storm
AUS,Australia,2018,2568148.0,4,Flood
AUS,Australia,2018,2568148.0,8,Wildfire
AUS,Australia,2018,2568148.0,1,Wildfire
AUS,Australia,2018,2568148.0,50,Wildfire
AUS,Australia,2018,2568148.0,800,Wildfire
AUS,Australia,2018,2568148.0,10,Flood
AUS,Australia,2018,2568148.0,10,Wildfire
AUS,Australia,2018,2568148.0,8000,Wildfire
AUS,Australia,2019,2398683.0,1270,Flood
AUS,Australia,2019,2398683.0,29,Wildfire
AUS,Australia,2019,2398683.0,26,Wildfire
AUS,Australia,2019,2398683.0,1462,Wildfire
AUS,Australia,2019,2398683.0,1010,Wildfire
AUS,Australia,2019,2398683.0,2,Wildfire
AUS,Australia,2019,2398683.0,8448,Wildfire
AUS,Australia,2019,2398683.0,4246,Wildfire
AUS,Australia,2019,2398683.0,2088,Wildfire
AUS,Australia,2019,2398683.0,840,Wildfire
AUS,Australia,2019,2398683.0,606,Wildfire
AUS,Australia,2019,2398683.0,1392,Wildfire
AUS,Australia,2019,2398683.0,5,Wildfire
AUS,Australia,2019,2398683.0,2,Wildfire
AUS,Australia,2019,2398683.0,1825,Storm
AUS,Australia,2019,2398683.0,540,Wildfire
AUS,Australia,2019,2398683.0,1050,Storm
AUS,Australia,2020,2292389.0,60,Wildfire
AUS,Australia,2020,2292389.0,3,Mass Movement
AUS,Australia,2020,2292389.0,10,Storm
AUS,Australia,2020,2292389.0,5,Wildfire
AUS,Australia,2020,2292389.0,329,Wildfire
AUS,Australia,2020,2292389.0,201,Storm
AUS,Australia,2020,2292389.0,25728,Wildfire
AUS,Australia,2020,2292389.0,16757,Wildfire
AUS,Australia,2020,2292389.0,5,Wildfire
AUS,Australia,2020,2292389.0,131,Wildfire
AUS,Australia,2020,2292389.0,3847,Wildfire
AUS,Australia,2020,2292389.0,4007,Flood
AUS,Australia,2020,2292389.0,52,Mass Movement
AUS,Australia,2020,2292389.0,3,Storm
AUS,Australia,2020,2292389.0,25,Mass Movement
AUS,Australia,2020,2292389.0,1,Flood
AUS,Australia,2020,2292389.0,5,Wildfire
AUS,Australia,2020,2292389.0,10,Storm
AUS,Australia,2020,2292389.0,2,Wildfire
AUS,Australia,2020,2292389.0,2,Wildfire
AUS,Australia,2020,2292389.0,200,Flood
AUS,Australia,2020,2292389.0,40,Wildfire
AUS,Australia,2020,2292389.0,10,Wildfire
AUS,Australia,2021,2583832.0,5,Wildfire
AUS,Australia,2021,2583832.0,500,Wildfire
AUS,Australia,2021,2583832.0,20,Wildfire
AUS,Australia,2021,2583832.0,200,Storm
AUS,Australia,2021,2583832.0,549,Wildfire
AUS,Australia,2021,2583832.0,24,Flood
AUS,Australia,2021,2583832.0,211,Flood
AUS,Australia,2021,2583832.0,3,Storm
AUS,Australia,2021,2583832.0,40000,Flood
AUS,Australia,2021,2583832.0,339,Storm
AUS,Australia,2021,2583832.0,6,Storm
AUS,Australia,2021,2583832.0,800,Flood
AUS,Australia,2021,2583832.0,3,Storm
AUS,Australia,2021,2583832.0,5000,Storm
AUS,Australia,2021,2583832.0,1104,Flood
AUS,Australia,2021,2583832.0,18,Storm
AUS,Australia,2021,2583832.0,45,Wildfire
AUS,Australia,2021,2583832.0,10,Wildfire
AUS,Australia,2021,2583832.0,100,Wildfire
GBR,United Kingdom,2012,1893745.0,100,Flood
GBR,United Kingdom,2012,1893745.0,100,Flood
GBR,United Kingdom,2012,1893745.0,100,Flood
GBR,United Kingdom,2013,1850694.0,12,Flood
GBR,United Kingdom,2013,1850694.0,240,Flood
GBR,United Kingdom,2013,1850694.0,20000,Flood
GBR,United Kingdom,2014,1771125.0,623,Storm
GBR,United Kingdom,2015,1691899.0,1000,Storm
GBR,United Kingdom,2015,1691899.0,5060,Storm
GBR,United Kingdom,2016,1517905.0,220,Flood
GBR,United Kingdom,2016,1517905.0,928,Flood
GBR,United Kingdom,2016,1517905.0,19,Storm
GBR,United Kingdom,2017,1519347.0,10,Flood
GBR,United Kingdom,2017,1519347.0,115,Flood
GBR,United Kingdom,2017,1519347.0,3,Flood
GBR,United Kingdom,2017,1519347.0,5,Storm
GBR,United Kingdom,2017,1519347.0,5988,Storm
GBR,United Kingdom,2017,1519347.0,30,Flood
GBR,United Kingdom,2017,1519347.0,21,Flood
GBR,United Kingdom,2018,1509506.0,115,Wildfire
GBR,United Kingdom,2018,1509506.0,23,Storm
GBR,United Kingdom,2018,1509506.0,2,Storm
GBR,United Kingdom,2018,1509506.0,23,Flood
GBR,United Kingdom,2019,1407165.0,1564,Flood
GBR,United Kingdom,2019,1407165.0,5,Wildfire
GBR,United Kingdom,2019,1407165.0,30,Flood
GBR,United Kingdom,2019,1407165.0,14,Mass Movement
GBR,United Kingdom,2019,1407165.0,460,Flood
GBR,United Kingdom,2019,1407165.0,115,Flood
GBR,United Kingdom,2019,1407165.0,81,Mass Movement
GBR,United Kingdom,2019,1407165.0,24,Flood
GBR,United Kingdom,2019,1407165.0,58,Flood
GBR,United Kingdom,2019,1407165.0,2760,Flood
GBR,United Kingdom,2019,1407165.0,276,Flood
GBR,United Kingdom,2019,1407165.0,6500,Flood
GBR,United Kingdom,2019,1407165.0,5,Wildfire
GBR,United Kingdom,2020,1278279.0,246,Flood
GBR,United Kingdom,2020,1278279.0,42,Storm
GBR,United Kingdom,2020,1278279.0,46,Mass Movement
GBR,United Kingdom,2020,1278279.0,6,Flood
GBR,United Kingdom,2020,1278279.0,7,Flood
GBR,United Kingdom,2020,1278279.0,40,Flood
GBR,United Kingdom,2020,1278279.0,20,Wildfire
GBR,United Kingdom,2020,1278279.0,230,Wildfire
GBR,United Kingdom,2020,1278279.0,122,Storm
GBR,United Kingdom,2020,1278279.0,14,Storm
GBR,United Kingdom,2020,1278279.0,6072,Storm
GBR,United Kingdom,2020,1278279.0,1039,Storm
GBR,United Kingdom,2021,1316610.0,120,Flood
GBR,United Kingdom,2021,1316610.0,12,Mass Movement
GBR,United Kingdom,2021,1316610.0,381,Storm
GBR,United Kingdom,2022,1254923.0,551,Wildfire
GBR,United Kingdom,2022,1254923.0,120,Wildfire
GBR,United Kingdom,2022,1254923.0,1197,Storm
JPN,Japan,2008,2758705.0,800,Flood
JPN,Japan,2010,3295911.0,85000,Flood
JPN,Japan,2011,2726440.0,400000,Mass Movement
JPN,Japan,2012,2806612.0,58000,Flood
JPN,Japan,2012,2806612.0,250000,Flood
JPN,Japan,2013,2721862.0,33,Flood
JPN,Japan,2013,2721862.0,120,Storm
JPN,Japan,2013,2721862.0,456,Flood
JPN,Japan,2013,2721862.0,118309,Storm
JPN,Japan,2013,2721862.0,520000,Storm
JPN,Japan,2014,2621556.0,14,Storm
JPN,Japan,2014,2621556.0,50000,Storm
JPN,Japan,2014,2621556.0,87327,Storm
JPN,Japan,2014,2621556.0,570000,Storm
JPN,Japan,2015,2720124.0,22,Extreme Temperature
JPN,Japan,2015,2720124.0,24,Storm
JPN,Japan,2015,2720124.0,180,Storm
JPN,Japan,2015,2720124.0,4713,Mass Movement
JPN,Japan,2015,2720124.0,43384,Storm
JPN,Japan,2015,2720124.0,192000,Storm
JPN,Japan,2015,2720124.0,245459,Storm
JPN,Japan,2016,3206156.0,88230,Flood
JPN,Japan,2016,3206156.0,479157,Storm
JPN,Japan,2016,3206156.0,144,Storm
JPN,Japan,2016,3206156.0,4,Extreme Temperature
JPN,Japan,2016,3206156.0,14650,Storm
JPN,Japan,2016,3206156.0,31101,Storm
JPN,Japan,2016,3206156.0,43834,Storm
JPN,Japan,2016,3206156.0,6282,Storm
JPN,Japan,2017,3343786.0,2436,Storm
JPN,Japan,2017,3343786.0,615,Flood
JPN,Japan,2017,3343786.0,6180,Storm
JPN,Japan,2017,3343786.0,180,Storm
JPN,Japan,2017,3343786.0,366,Storm
JPN,Japan,2017,3343786.0,11019,Storm
JPN,Japan,2018,3242349.0,5,Extreme Temperature
JPN,Japan,2018,3242349.0,2,Mass Movement
JPN,Japan,2018,3242349.0,1000,Storm
JPN,Japan,2018,3242349.0,30250,Storm
JPN,Japan,2018,3242349.0,4800,Storm
JPN,Japan,2018,3242349.0,2285,Storm
JPN,Japan,2018,3242349.0,12195,Storm
JPN,Japan,2018,3242349.0,28362,Storm
JPN,Japan,2018,3242349.0,16000,Storm
JPN,Japan,2018,3242349.0,36400,Storm
JPN,Japan,2019,3177225.0,800,Storm
JPN,Japan,2019,3177225.0,8489,Storm
JPN,Japan,2019,3177225.0,5,Storm
JPN,Japan,2019,3177225.0,192,Storm
JPN,Japan,2019,3177225.0,2,Storm
JPN,Japan,2019,3177225.0,44,Storm
JPN,Japan,2019,3177225.0,7152,Storm
JPN,Japan,2019,3177225.0,5422,Storm
JPN,Japan,2019,3177225.0,1128,Storm
JPN,Japan,2019,3177225.0,3444,Storm
JPN,Japan,2019,3177225.0,237008,Storm
JPN,Japan,2020,2799310.0,10963,Flood
JPN,Japan,2020,2799310.0,174904,Storm
JPN,Japan,2021,2760140.0,83,Extreme Temperature
JPN,Japan,2021,2760140.0,2942,Mass Movement
JPN,Japan,2021,2760140.0,5,Wildfire
JPN,Japan,2021,2760140.0,2,Storm
JPN,Japan,2021,2760140.0,7,Wildfire
JPN,Japan,2021,2760140.0,31,Wildfire
JPN,Japan,2021,2760140.0,5,Mass Movement
JPN,Japan,2021,2760140.0,10136,Flood
JPN,Japan,2021,2760140.0,2,Extreme Temperature
BEL,Belgium,2018,322783.5,50,Flood
BEL,Belgium,2019,353032.5,10,Mass Movement
BEL,Belgium,2021,273130.60000000003,400,Wildfire
BEL,Belgium,2021,273130.60000000003,15677,Flood
BEL,Belgium,2022,262341.0,92,Storm
BEL,Belgium,2022,262341.0,9,Storm
SRB,Serbia,2010,347840.89999999997,3000,Flood
SRB,Serbia,2013,283619.3,2,Wildfire
SRB,Serbia,2013,283619.3,5,Flood
SRB,Serbia,2013,283619.3,20,Extreme Temperature
SRB,Serbia,2013,283619.3,67,Flood
SRB,Serbia,2013,283619.3,100,Flood
SRB,Serbia,2014,266516.1,40,Flood
SRB,Serbia,2014,266516.1,503,Flood
SRB,Serbia,2014,266516.1,815,Flood
SRB,Serbia,2014,266516.1,31879,Flood
SRB,Serbia,2016,286239.8,39,Flood
SRB,Serbia,2017,277165.3,42,Flood
SRB,Serbia,2018,279949.1,25,Flood
SRB,Serbia,2018,279949.1,102,Flood
SRB,Serbia,2019,283695.7,285,Flood
SRB,Serbia,2019,283695.7,12,Flood
SRB,Serbia,2020,367422.3,878,Flood
SRB,Serbia,2021,364103.1,34,Flood
SRB,Serbia,2022,365896.5,1,Flood
FIN,Finland,2008,439071.39999999997,20,Storm
FIN,Finland,2013,377216.2,30,Flood
FIN,Finland,2018,347209.0,51,Wildfire
KAZ,Kazakhstan,2010,885636.5,5000,Flood
KAZ,Kazakhstan,2011,1095264.0,9000,Flood
KAZ,Kazakhstan,2012,1092854.0,500,Extreme Temperature
KAZ,Kazakhstan,2012,1092854.0,4613,Flood
KAZ,Kazakhstan,2013,1113529.0,328,Flood
KAZ,Kazakhstan,2015,4445595.0,1036,Flood
KAZ,Kazakhstan,2015,4445595.0,18000,Flood
KAZ,Kazakhstan,2016,4384850.0,1029,Flood
KAZ,Kazakhstan,2017,4095482.0,7115,Flood
KAZ,Kazakhstan,2018,4346841.0,400,Flood
KAZ,Kazakhstan,2020,4859746.0,31606,Flood
KAZ,Kazakhstan,2021,2457225.0,69,Flood
KAZ,Kazakhstan,2021,2457225.0,72,Wildfire
KAZ,Kazakhstan,2022,1376465.0,5,Mass Movement
KAZ,Kazakhstan,2022,1376465.0,50,Storm
KAZ,Kazakhstan,2022,1376465.0,91,Flood
KAZ,Kazakhstan,2022,1376465.0,1595,Flood
KAZ,Kazakhstan,2022,1376465.0,2091,Wildfire
KAZ,Kazakhstan,2022,1376465.0,16,Flood
KAZ,Kazakhstan,2022,1376465.0,50,Flood
KAZ,Kazakhstan,2022,1376465.0,25,Wildfire
KAZ,Kazakhstan,2022,1376465.0,9,Wildfire
KAZ,Kazakhstan,2022,1376465.0,25,Wildfire
SWE,Sweden,2014,344849.0,1000,Wildfire
SWE,Sweden,2015,332610.9,100,Flood
SWE,Sweden,2018,308857.1,1,Flood
SWE,Sweden,2018,308857.1,25,Wildfire
SWE,Sweden,2018,308857.1,100,Wildfire
SWE,Sweden,2019,302321.6,47,Wildfire
GEO,Georgia,2013,125019.90000000001,150,Flood
GEO,Georgia,2013,125019.90000000001,250,Flood
GEO,Georgia,2013,125019.90000000001,1125,Storm
GEO,Georgia,2014,137384.9,120,Flood
GEO,Georgia,2015,130511.7,60,Storm
GEO,Georgia,2015,130511.7,74,Storm
GEO,Georgia,2015,130511.7,1100,Flood
GEO,Georgia,2018,113746.4,24,Mass Movement
GEO,Georgia,2018,113746.4,284,Flood
GEO,Georgia,2020,103704.40000000001,10,Flood
GEO,Georgia,2020,103704.40000000001,150,Flood
GEO,Georgia,2021,111283.90000000001,85,Flood
GEO,Georgia,2022,111718.2,334,Flood
USA,United States,2008,59611227.0,300,Wildfire
USA,United States,2008,59611227.0,473,Flood
USA,United States,2008,59611227.0,11000,Flood
USA,United States,2008,59611227.0,20000,Storm
USA,United States,2008,59611227.0,38000,Storm
USA,United States,2008,59611227.0,50000,Wildfire
USA,United States,2008,59611227.0,1900000,Storm
USA,United States,2009,56136652.0,192,Wildfire
USA,United States,2009,56136652.0,234,Wildfire
USA,United States,2009,56136652.0,900,Flood
USA,United States,2011,51653166.0,771,Storm
USA,United States,2011,51653166.0,1300,Wildfire
USA,United States,2011,51653166.0,3000,Wildfire
USA,United States,2011,51653166.0,5000,Flood
USA,United States,2011,51653166.0,15000,Storm
USA,United States,2011,51653166.0,27154,Storm
USA,United States,2012,48269767.0,8,Mass Movement
USA,United States,2012,48269767.0,18,Storm
USA,United States,2012,48269767.0,30,Flood
USA,United States,2012,48269767.0,33,Wildfire
USA,United States,2012,48269767.0,75,Wildfire
USA,United States,2012,48269767.0,115,Storm
USA,United States,2012,48269767.0,120,Wildfire
USA,United States,2012,48269767.0,145,Wildfire
USA,United States,2012,48269767.0,177,Flood
USA,United States,2012,48269767.0,500,Flood
USA,United States,2012,48269767.0,1350,Wildfire
USA,United States,2012,48269767.0,3000,Wildfire
USA,United States,2012,48269767.0,20000,Storm
USA,United States,2012,48269767.0,39600,Wildfire
USA,United States,2012,48269767.0,60000,Storm
USA,United States,2012,48269767.0,775761,Storm
USA,United States,2013,47536494.0,2,Storm
USA,United States,2013,47536494.0,10,Storm
USA,United States,2013,47536494.0,150,Storm
USA,United States,2013,47536494.0,195,Storm
USA,United States,2013,47536494.0,270,Storm
USA,United States,2013,47536494.0,300,Storm
USA,United States,2013,47536494.0,377,Storm
USA,United States,2013,47536494.0,399,Storm
USA,United States,2013,47536494.0,500,Wildfire
USA,United States,2013,47536494.0,520,Wildfire
USA,United States,2013,47536494.0,588,Flood
USA,United States,2013,47536494.0,681,Storm
USA,United States,2013,47536494.0,795,Wildfire
USA,United States,2013,47536494.0,803,Wildfire
USA,United States,2013,47536494.0,820,Wildfire
USA,United States,2013,47536494.0,1500,Wildfire
USA,United States,2013,47536494.0,1708,Storm
USA,United States,2013,47536494.0,2017,Storm
USA,United States,2013,47536494.0,2356,Wildfire
USA,United States,2013,47536494.0,3040,Wildfire
USA,United States,2013,47536494.0,10141,Storm
USA,United States,2013,47536494.0,15807,Wildfire
USA,United States,2013,47536494.0,43416,Wildfire
USA,United States,2013,47536494.0,101470,Flood
USA,United States,2014,45940118.0,11,Storm
USA,United States,2014,45940118.0,15,Wildfire
USA,United States,2014,45940118.0,15,Flood
USA,United States,2014,45940118.0,20,Wildfire
USA,United States,2014,45940118.0,27,Storm
USA,United States,2014,45940118.0,31,Storm
USA,United States,2014,45940118.0,42,Storm
USA,United States,2014,45940118.0,46,Flood
USA,United States,2014,45940118.0,49,Storm
USA,United States,2014,45940118.0,61,Wildfire
USA,United States,2014,45940118.0,66,Wildfire
USA,United States,2014,45940118.0,78,Flood
USA,United States,2014,45940118.0,90,Flood
USA,United States,2014,45940118.0,96,Mass Movement
USA,United States,2014,45940118.0,100,Wildfire
USA,United States,2014,45940118.0,130,Storm
USA,United States,2014,45940118.0,150,Storm
USA,United States,2014,45940118.0,161,Flood
USA,United States,2014,45940118.0,191,Storm
USA,United States,2014,45940118.0,260,Flood
USA,United States,2014,45940118.0,274,Wildfire
USA,United States,2014,45940118.0,375,Wildfire
USA,United States,2014,45940118.0,400,Flood
USA,United States,2014,45940118.0,500,Wildfire
USA,United States,2014,45940118.0,500,Wildfire
USA,United States,2014,45940118.0,600,Wildfire
USA,United States,2014,45940118.0,634,Wildfire
USA,United States,2014,45940118.0,635,Flood
USA,United States,2014,45940118.0,686,Storm
USA,United States,2014,45940118.0,735,Wildfire
USA,United States,2014,45940118.0,800,Wildfire
USA,United States,2014,45940118.0,868,Storm
USA,United States,2014,45940118.0,1000,Storm
USA,United States,2014,45940118.0,1000,Wildfire
USA,United States,2014,45940118.0,1300,Wildfire
USA,United States,2014,45940118.0,1542,Wildfire
USA,United States,2014,45940118.0,2000,Wildfire
USA,United States,2014,45940118.0,2000,Flood
USA,United States,2014,45940118.0,2819,Wildfire
USA,United States,2014,45940118.0,2917,Flood
USA,United States,2014,45940118.0,3208,Flood
USA,United States,2014,45940118.0,3600,Wildfire
USA,United States,2014,45940118.0,4250,Wildfire
USA,United States,2015,43132876.0,3,Storm
USA,United States,2015,43132876.0,5,Storm
USA,United States,2015,43132876.0,20,Storm
USA,United States,2015,43132876.0,29,Storm
USA,United States,2015,43132876.0,30,Wildfire
USA,United States,2015,43132876.0,32,Storm
USA,United States,2015,43132876.0,42,Storm
USA,United States,2015,43132876.0,52,Wildfire
USA,United States,2015,43132876.0,60,Flood
USA,United States,2015,43132876.0,113,Flood
USA,United States,2015,43132876.0,156,Wildfire
USA,United States,2015,43132876.0,195,Storm
USA,United States,2015,43132876.0,200,Wildfire
USA,United States,2015,43132876.0,200,Wildfire
USA,United States,2015,43132876.0,238,Storm
USA,United States,2015,43132876.0,240,Storm
USA,United States,2015,43132876.0,300,Wildfire
USA,United States,2015,43132876.0,300,Wildfire
USA,United States,2015,43132876.0,300,Wildfire
USA,United States,2015,43132876.0,350,Storm
USA,United States,2015,43132876.0,393,Storm
USA,United States,2015,43132876.0,412,Storm
USA,United States,2015,43132876.0,413,Wildfire
USA,United States,2015,43132876.0,436,Wildfire
USA,United States,2015,43132876.0,520,Wildfire
USA,United States,2015,43132876.0,600,Wildfire
USA,United States,2015,43132876.0,600,Wildfire
USA,United States,2015,43132876.0,700,Wildfire
USA,United States,2015,43132876.0,707,Storm
USA,United States,2015,43132876.0,718,Storm
USA,United States,2015,43132876.0,775,Storm
USA,United States,2015,43132876.0,800,Wildfire
USA,United States,2015,43132876.0,848,Storm
USA,United States,2015,43132876.0,1000,Storm
USA,United States,2015,43132876.0,1200,Wildfire
USA,United States,2015,43132876.0,1342,Storm
USA,United States,2015,43132876.0,1352,Wildfire
USA,United States,2015,43132876.0,1461,Flood
USA,United States,2015,43132876.0,1700,Wildfire
USA,United States,2015,43132876.0,1898,Wildfire
USA,United States,2015,43132876.0,2600,Wildfire
USA,United States,2015,43132876.0,2600,Wildfire
USA,United States,2015,43132876.0,3829,Wildfire
USA,United States,2015,43132876.0,4194,Flood
USA,United States,2015,43132876.0,5374,Storm
USA,United States,2015,43132876.0,11000,Wildfire
USA,United States,2015,43132876.0,13000,Wildfire
USA,United States,2016,40682803.0,16,Storm
USA,United States,2016,40682803.0,11,Flood
USA,United States,2016,40682803.0,1950,Wildfire
USA,United States,2016,40682803.0,1820,Wildfire
USA,United States,2016,40682803.0,4449,Storm
USA,United States,2016,40682803.0,100,Flood
USA,United States,2016,40682803.0,315,Storm
USA,United States,2016,40682803.0,16762,Flood
USA,United States,2016,40682803.0,1919,Flood
USA,United States,2016,40682803.0,751,Storm
USA,United States,2016,40682803.0,130,Wildfire
USA,United States,2016,40682803.0,5000,Wildfire
USA,United States,2016,40682803.0,26,Flood
USA,United States,2016,40682803.0,2000,Wildfire
USA,United States,2016,40682803.0,45373,Flood
USA,United States,2016,40682803.0,60,Wildfire
USA,United States,2016,40682803.0,4255,Flood
USA,United States,2016,40682803.0,50,Storm
USA,United States,2016,40682803.0,44,Wildfire
USA,United States,2016,40682803.0,300,Wildfire
USA,United States,2016,40682803.0,286,Wildfire
USA,United States,2016,40682803.0,2600,Wildfire
USA,United States,2016,40682803.0,2000,Wildfire
USA,United States,2016,40682803.0,3900,Flood
USA,United States,2016,40682803.0,26049,Wildfire
USA,United States,2016,40682803.0,7038,Wildfire
USA,United States,2016,40682803.0,400,Wildfire
USA,United States,2016,40682803.0,303,Wildfire
USA,United States,2016,40682803.0,4000,Wildfire
USA,United States,2016,40682803.0,82000,Wildfire
USA,United States,2016,40682803.0,700,Wildfire
USA,United States,2016,40682803.0,50,Wildfire
USA,United States,2016,40682803.0,660,Wildfire
USA,United States,2016,40682803.0,151,Flood
USA,United States,2016,40682803.0,13234,Flood
USA,United States,2016,40682803.0,335,Wildfire
USA,United States,2016,40682803.0,34,Wildfire
USA,United States,2016,40682803.0,1000,Wildfire
USA,United States,2016,40682803.0,4640,Flood
USA,United States,2016,40682803.0,12500,Flood
USA,United States,2016,40682803.0,4597,Wildfire
USA,United States,2016,40682803.0,100,Flood
USA,United States,2016,40682803.0,875000,Storm
